,出发地,目的地,价格,节省,路线名,酒店,房间,去程航司,去程方式,去程时间,回程航司,回程方式,回程时间,酒店评分,酒店等级,天数
83,北京,厦门,1781,504,北京-厦门3天2晚 | 入住厦门滨海蓝湾客栈 + 联合航空/首都航空往返机票,厦门滨海蓝湾客栈 经济型 4.9分/5分,温馨大床房 大床 不含早 1间2晚,联合航空 KN5927,直飞,16:55-19:45,首都航空 JD5376,直飞,22:15-01:15,4.9,经济型,3
84,南京,西宁,2068,476,南京-西宁3天2晚 | 入住西宁长昆宾馆 + 海南航空/东方航空往返机票,西宁长昆宾馆 高档型 4.1分/5分,标准间(双床) 双床 双早 1间2晚,海南航空 HU7592,经停,16:55-21:20,东方航空 MU2760,经停,12:50-17:10,4.1,高档型,3
85,深圳,三亚,1958,465,深圳-三亚3天2晚 | 入住三亚香格里拉度假酒店 + 海南航空/深圳航空往返机票,三亚香格里拉度假酒店 豪华型 4.6分/5分,豪华景观大床房(特惠)... 大床 双早 1间2晚,海南航空 HU7750,直飞,21:20-22:35,深圳航空 ZH9322,直飞,23:35-01:05,4.6,豪华型,3
86,沈阳,武汉,1391,430,沈阳-武汉3天2晚 | 入住武汉友发商务酒店 + 南方航空往返机票,武汉友发商务酒店 舒适型 4.3分/5分,商务大床间 大床 不含早 1间2晚,南方航空 CZ6762,直飞,16:45-19:35,南方航空 CZ6304,直飞,23:05-01:45,4.3,舒适型,3
87,广州,丽江,4279,1048,广州-丽江3天2晚 | 入住丽江悦榕庄 + 首都航空/东方航空往返机票,丽江悦榕庄 豪华型 4.7分/5分,豪华园景房别墅房(VI... 大/双床 双早 1间2晚,首都航空 JD5131,直飞,13:45-16:40,东方航空 MU5733,经停,21:30-01:25,4.7,豪华型,3
88,厦门,天津,1378,386,厦门-天津3天2晚 | 入住天津开发区白云宾馆 + 华夏航空/厦门航空往返机票,天津开发区白云宾馆 高档型 4.5分/5分,商务双人间(提前2天预... 双床 不含早 1间2晚,华夏航空 G54801,直飞,07:25-10:20,厦门航空 MF8139,直飞,07:25-10:15,4.5,高档型,3
89,广州,厦门,1371,360,广州-厦门3天2晚 | 入住厦门鑫安宾馆 + 深圳航空/南方航空往返机票,厦门鑫安宾馆 3.9分/5分,标准双人房(预付)(双... 双床 双早 1间2晚,深圳航空 ZH9979,直飞,07:10-08:35,南方航空 CZ3806,直飞,22:30-23:55,3.9,无,3
90,北京,武汉,1733,498,北京-武汉3天2晚 | 入住武汉雅斯特酒店长丰大道园博园店 + 中国国航/东方航...,武汉雅斯特酒店长丰大道园博园店 舒适型 4.5分/5分,标准大床房[双早] 大床 双早 1间2晚,中国国航 CA8210,直飞,17:30-19:50,东方航空 MU2459,直飞,19:25-21:30,4.5,舒适型,3
91,青岛,海口,1986,448,青岛-海口3天2晚 | 入住海口海南迎宾馆 + 青岛航/山东航空往返机票,海口海南迎宾馆 豪华型 4.5分/5分,豪华行政房(迎宾畅享)... 大床 不含早 1间2晚,青岛航 QW9785,经停,06:45-13:05,山东航空 SC4884,经停,19:05-00:05,4.5,豪华型,3
92,南京,丽江,1714,438,南京-丽江3天2晚 | 入住丽江港湾印象酒店 + 首都航空/四川航空往返机票,丽江港湾印象酒店 舒适型 4.5分/5分,标准房-即时确认(双床... 双床 不含早 1间2晚,首都航空 JD5250,直飞,20:10-23:20,四川航空 3U8533,经停,09:15-13:35,4.5,舒适型,3
93,南京,重庆,1285,338,南京-重庆3天2晚 | 入住重庆喜百年酒店渝北店 + 西部航空/东方航空往返机票,重庆喜百年酒店渝北店 高档型 4.5分/5分,商务标间(特惠)[双早... 双床 双早 1间2晚,西部航空 PN6202,直飞,22:35-00:50,东方航空 MU2926,直飞,23:15-01:25,4.5,高档型,3
94,南京,西双版纳,3339,952,南京-西双版纳3天2晚 | 入住西双版纳我的客栈告庄西双景店 + 东方航空往返机票,西双版纳我的客栈告庄西双景店 舒适型 4.8分/5分,豪华观景标房(双床) 双床 双早 1间2晚,东方航空 MU2755,经停,17:05-22:10,东方航空 MU2756,经停,08:40-13:30,4.8,舒适型,3
95,厦门,哈尔滨,2551,664,厦门-哈尔滨3天2晚 | 入住哈尔滨振宁商务酒店 + 海南航空/厦门航空往返机票,哈尔滨振宁商务酒店 舒适型 4.8分/5分,商务大床房(限量特惠) 大床 双早 1间2晚,海南航空 HU7351,经停,07:15-12:55,厦门航空 MF8052,经停,18:10-23:30,4.8,舒适型,3
96,青岛,丽江,2401,554,青岛-丽江3天2晚 | 入住丽江古城风花雪月精品客栈遇见店 + 青岛航往返机票,丽江古城风花雪月精品客栈遇见店 经济型 4.9分/5分,特惠大床房 大床 不含早 1间2晚,青岛航 QW9834,经停,06:35-12:00,青岛航 QW9833,经停,12:45-18:25,4.9,经济型,3
97,厦门,重庆,1903,408,厦门-重庆3天2晚 | 入住重庆洪崖洞大酒店 + 西藏航空/西部航空往返机票,重庆洪崖洞大酒店 4.4分/5分,标准房A[无早](双床) 双床 不含早 1间2晚,西藏航空 TV9870,直飞,22:10-00:45,西部航空 PN6291,直飞,06:20-08:45,4.4,无,3
98,济南,深圳,1337,378,济南-深圳3天2晚 | 入住深圳丽思酒店 + 西部航空往返机票,深圳丽思酒店 舒适型 5.0分/5分,精致大床房-酷爽鹏城（... 大床 不含早 1间2晚,西部航空 PN6334,直飞,22:50-01:40,西部航空 PN6333,直飞,06:10-09:05,5,舒适型,3
99,广州,天津,1665,426,广州-天津3天2晚 | 入住天津双鹿大厦 + 奥凯航空/海南航空往返机票,天津双鹿大厦 3.6分/5分,数字大床房(预付) 大床 单早 1间2晚,奥凯航空 BK2787,直飞,06:55-10:00,海南航空 HU7201,直飞,20:15-23:25,3.6,无,3
100,广州,厦门,1345,360,广州-厦门3天2晚 | 入住宜必思酒店厦门火车站店 + 深圳航空/南方航空往返机票,宜必思酒店厦门火车站店 舒适型 3.9分/5分,双床房(提前3天预订)... 双床 不含早 1间2晚,深圳航空 ZH9979,直飞,07:10-08:35,南方航空 CZ3806,直飞,22:30-23:55,3.9,舒适型,3
101,青岛,杭州,1799,435,青岛-杭州3天2晚 | 入住杭州西溪悦椿度假酒店 + 首都航空/山东航空往返机票,杭州西溪悦椿度假酒店 豪华型 4.4分/5分,豪华房[含早](大床)... 大床 双早 1间2晚,首都航空 JD472,直飞,18:00-19:45,山东航空 SC4776,直飞,22:30-00:20,4.4,豪华型,3
102,宁波,大连,1458,396,宁波-大连3天2晚 | 入住大连海景酒店 + 南方航空/海南航空往返机票,大连海景酒店 豪华型 4.1分/5分,豪华双床套房 双床 不含早 1间2晚,南方航空 CZ6326,直飞,17:55-20:05,海南航空 HU7718,直飞,07:00-09:00,4.1,豪华型,3
103,北京,神农架,1722,504,北京-神农架3天2晚 | 入住神农架凯旋大酒店 + 中国国航/东方航空往返机票,神农架凯旋大酒店 3.9分/5分,普通双床房 双床 不含早 1间2晚,中国国航 CA8212,直飞,19:25-21:45,东方航空 MU2459,直飞,19:25-21:30,3.9,无,3
104,上海,九寨沟,1801,492,上海-九寨沟3天2晚 | 入住九寨沟大藏风酒店 + 成都航空往返机票,九寨沟大藏风酒店 高档型 3.2分/5分,藏式双床房 双床 双早 1间2晚,成都航空 EU6678,直飞,21:55-01:15,成都航空 EU6677,直飞,17:45-20:35,3.2,高档型,3
105,重庆,桂林,985,346,重庆-桂林3天2晚 | 入住桂林景豪精品酒店 + 西部航空往返机票,桂林景豪精品酒店 舒适型 3.9分/5分,豪华大床房-不含早（限... 大床 不含早 1间2晚,西部航空 PN6277,直飞,21:35-23:05,西部航空 PN6278,直飞,23:50-01:15,3.9,舒适型,3
106,大连,厦门,3011,732,大连-厦门3天2晚 | 入住厦门佳橙酒店火车站店 + 山东航空往返机票,厦门佳橙酒店火车站店 经济型 3.8分/5分,精品大床房b(无窗)-... 大床 不含早 1间2晚,山东航空 SC8796,经停,12:30-17:35,山东航空 SC8795,经停,07:20-11:45,3.8,经济型,3
107,沈阳,青岛,2815,780,沈阳-青岛3天2晚 | 入住青岛达宾汉白金豪廷酒店 + 青岛航/南方航空往返机票,青岛达宾汉白金豪廷酒店 高档型 4.0分/5分,栈桥海景标准房-不含早... 双床 不含早 1间2晚,青岛航 QW9780,直飞,22:35-00:10,南方航空 CZ6568,直飞,20:55-22:35,4,高档型,3
108,厦门,三亚,1981,473,厦门-三亚3天2晚 | 入住三亚蜈支洲岛珊瑚酒店 + 山东航空往返机票,三亚蜈支洲岛珊瑚酒店 豪华型 4.7分/5分,珊瑚滨海房(不含门船票... 大/双床 不含早 1间2晚,山东航空 SC4959,直飞,10:15-12:25,山东航空 SC4960,直飞,13:35-15:45,4.7,豪华型,3
109,济南,北京,1635,400,济南-北京3天2晚 | 入住北京橄榄树四季酒店房山区良乡大学城店 + 山东航空往...,北京橄榄树四季酒店房山区良乡大学城店 舒适型 4.4分/5分,特惠大床房（无窗） 大床 不含早 1间2晚,山东航空 SC1151,直飞,11:00-12:05,山东航空 SC1152,直飞,19:20-20:25,4.4,舒适型,3
110,天津,珠海,1655,444,天津-珠海3天2晚 | 入住珠海君濠酒店武警支队店 + 奥凯航空/中国国航往返机票,珠海君濠酒店武警支队店 舒适型 4.4分/5分,标准双人房（无窗）(双... 双床 不含早 1间2晚,奥凯航空 BK2831,直飞,08:00-11:25,中国国航 CA1620,直飞,13:00-15:55,4.4,舒适型,3
111,广州,长春,2972,786,广州-长春3天2晚 | 入住全季酒店长春硅谷大街店 + 南方航空往返机票,全季酒店长春硅谷大街店 舒适型 4.8分/5分,双床房A(内宾)(提前... 双床 不含早 1间2晚,南方航空 CZ6276,直飞,09:25-13:30,南方航空 CZ6275,直飞,14:15-18:40,4.8,舒适型,3
112,深圳,大理,2632,792,深圳-大理3天2晚 | 入住大理龙门客栈 + 东方航空往返机票,大理龙门客栈 经济型 4.9分/5分,榻榻米房-不含早（预付） 大床 不含早 1间2晚,东方航空 MU5760,经停,13:20-17:55,东方航空 MU5763,经停,18:20-00:10,4.9,经济型,3
113,大连,湘西,1881,448,大连-湘西3天2晚 | 入住俏湘西酒店 + 吉祥航空往返机票,俏湘西酒店 舒适型 4.5分/5分,精品双床房 双床 不含早 1间2晚,吉祥航空 HO1657,经停,10:15-14:45,吉祥航空 HO1658,经停,15:40-19:55,4.5,舒适型,3
114,天津,厦门,1815,446,天津-厦门3天2晚 | 入住厦门翔鹭国际大酒店 + 山东航空/天津航空往返机票,厦门翔鹭国际大酒店 豪华型 4.4分/5分,高级大床房(含单早) 其他 单早 1间2晚,山东航空 SC4802,直飞,21:05-23:50,天津航空 GS7818,经停,13:25-17:50,4.4,豪华型,3
115,厦门,武汉,1031,336,厦门-武汉3天2晚 | 入住宜必思酒店武汉光谷广场店 + 山东航空/南方航空往返...,宜必思酒店武汉光谷广场店 舒适型 4.1分/5分,大床房优惠(内宾) 大床 不含早 1间2晚,山东航空 SC4797,直飞,07:00-08:45,南方航空 CZ6548,直飞,21:10-22:40,4.1,舒适型,3
116,北京,沈阳,1792,478,北京-沈阳3天2晚 | 入住沈阳中街和颐酒店 + 南方航空往返机票,沈阳中街和颐酒店 高档型 4.6分/5分,和颐惠选商务大床房(手... 大床 不含早 1间2晚,南方航空 CZ6110,直飞,22:10-23:40,南方航空 CZ6532,直飞,22:45-00:25,4.6,高档型,3
117,广州,西宁,1733,990,广州-西宁3天2晚 | 入住锦江之星品尚酒店西宁五四西路新华联广场店 + 南方航...,锦江之星品尚酒店西宁五四西路新华联广场店 舒适型 4.1分/5分,商务房B(内宾)(特惠... 大床 不含早 1间2晚,南方航空 CZ3249,直飞,06:30-10:10,南方航空 CZ3130,经停,13:55-18:40,4.1,舒适型,3
118,成都,厦门,1733,530,成都-厦门3天2晚 | 入住厦门温泉戴斯酒店 + 四川航空/山东航空往返机票,厦门温泉戴斯酒店 高档型 4.3分/5分,氧吧大床房（无窗)(特... 大床 双早 1间2晚,四川航空 3U8869,直飞,08:00-10:40,山东航空 SC4763,经停,06:15-10:15,4.3,高档型,3
119,广州,张家界,2176,610,广州-张家界3天2晚 | 入住张家界武陵源宾馆 + 南方航空往返机票,张家界武陵源宾馆 高档型 4.3分/5分,标准双人间(空气清新房... 双床 双早 1间2晚,南方航空 CZ3227,直飞,11:40-13:20,南方航空 CZ3228,直飞,20:00-21:40,4.3,高档型,3
120,北京,长沙,1284,334,北京-长沙3天2晚 | 入住长沙星沙世铭大酒店 + 海南航空/南方航空往返机票,长沙星沙世铭大酒店 舒适型 3.9分/5分,标准双人房(双床) 双床 不含早 1间2晚,海南航空 HU7135,直飞,17:45-20:30,南方航空 CZ3855,直飞,22:55-01:10,3.9,舒适型,3
121,济南,西安,1340,336,济南-西安3天2晚 | 入住西安美居人民大厦 + 华夏航空往返机票,西安美居人民大厦 高档型 4.3分/5分,古典大床间 大床 不含早 1间2晚,华夏航空 G54963,直飞,07:10-08:55,华夏航空 G58858,直飞,23:10-00:55,4.3,高档型,3
122,哈尔滨,九寨沟,1871,448,哈尔滨-九寨沟3天2晚 | 入住阿坝318连锁汽车旅馆红原店 + 瑞丽航空/四川...,阿坝318连锁汽车旅馆红原店 舒适型 4.0分/5分,豪华标准间-含双早(双... 双床 双早 1间2晚,瑞丽航空 DR6542,经停,16:15-21:50,四川航空 3U8877,经停,06:50-12:35,4,舒适型,3
123,重庆,大连,2158,528,重庆-大连3天2晚 | 入住全季酒店大连和平广场店 + 南方航空/深圳航空往返机票,全季酒店大连和平广场店 舒适型 4.8分/5分,高级大床房(内宾)(提... 大床 不含早 1间2晚,南方航空 CZ6580,经停,13:15-17:50,深圳航空 ZH9468,经停,15:20-21:05,4.8,舒适型,3
124,青岛,沈阳,980,318,青岛-沈阳3天2晚 | 入住沈阳鸿翔宾馆 + 南方航空/瑞丽航空往返机票,沈阳鸿翔宾馆 3.2分/5分,标准间(内宾)(双床) 双床 双早 1间2晚,南方航空 CZ6568,直飞,20:55-22:35,瑞丽航空 DR6562,直飞,19:20-21:00,3.2,无,3
125,济南,哈尔滨,1173,376,济南-哈尔滨3天2晚 | 入住哈尔滨振宁商务酒店 + 深圳航空/四川航空往返机票,哈尔滨振宁商务酒店 舒适型 4.8分/5分,商务大床房(限量特惠) 大床 双早 1间2晚,深圳航空 ZH9090,直飞,21:30-23:45,四川航空 3U8844,直飞,20:15-22:35,4.8,舒适型,3
126,济南,长沙,1072,344,济南-长沙3天2晚 | 入住长沙国际青年旅舍 + 山东航空往返机票,长沙国际青年旅舍 经济型 4.2分/5分,标准大床间 大床 不含早 1间2晚,山东航空 SC1185,直飞,18:40-20:50,山东航空 SC1186,直飞,10:20-12:15,4.2,经济型,3
127,济南,厦门,2713,615,济南-厦门3天2晚 | 入住易佰酒店厦门轮渡中山路步行街店 + 山东航空/厦门航...,易佰酒店厦门轮渡中山路步行街店 经济型 3.9分/5分,大床房A-不含早（预付） 大床 不含早 1间2晚,山东航空 SC1152,直飞,21:10-23:25,厦门航空 MF8571,直飞,09:00-11:15,3.9,经济型,3
128,天津,丽江,1605,414,天津-丽江3天2晚 | 入住Q居束河古镇姑娘走过的地方客栈 + 天津航空/首都航...,Q居束河古镇姑娘走过的地方客栈 经济型 4.8分/5分,醉花堂（特惠浪漫大床房... 大床 不含早 1间2晚,天津航空 GS7861,直飞,16:25-19:45,首都航空 JD5739,直飞,07:50-10:50,4.8,经济型,3
129,广州,拉萨,5338,1454,广州-拉萨3天2晚 | 入住拉萨航空酒店 + 南方航空往返机票,拉萨航空酒店 4.0分/5分,商务标准房-旅行家(双... 双床 双早 1间2晚,南方航空 CZ3463,经停,08:10-14:05,南方航空 CZ3464,经停,14:55-20:25,4,无,3
130,深圳,三亚,1313,330,深圳-三亚3天2晚 | 入住三亚鸿洲埃德瑞度假酒店 + 海南航空/深圳航空往返机票,三亚鸿洲埃德瑞度假酒店 豪华型 4.3分/5分,高级河景套房[双早]含... 大床 双早 1间2晚,海南航空 HU7750,直飞,21:20-22:35,深圳航空 ZH9322,直飞,23:35-01:05,4.3,豪华型,3
131,杭州,长沙,1131,346,杭州-长沙3天2晚 | 入住长沙欧维塞斯华都酒店 + 成都航空/厦门航空往返机票,长沙欧维塞斯华都酒店 舒适型 4.4分/5分,主题双床间 双床 不含早 1间2晚,成都航空 EU2206,直飞,20:30-22:15,厦门航空 MF8454,直飞,22:20-23:55,4.4,舒适型,3
132,西安,三亚,3207,821,西安-三亚3天2晚 | 入住三亚太阳湾柏悦酒店 + 首都航空/四川航空往返机票,三亚太阳湾柏悦酒店 豪华型 4.7分/5分,柏悦大床客房（独家首日... 大床 双早 1间2晚,首都航空 JD5513,经停,12:50-17:55,四川航空 3U8512,经停,12:35-17:05,4.7,豪华型,3
133,重庆,西安,885,328,重庆-西安3天2晚 | 入住西安帝豪商务宾馆电子商城店 + 首都航空/西部航空往...,西安帝豪商务宾馆电子商城店 舒适型 4.1分/5分,特惠房(大床) 大床 不含早 1间2晚,首都航空 JD5102,直飞,10:45-12:05,西部航空 PN6222,直飞,23:50-01:20,4.1,舒适型,3
134,重庆,鼓浪屿,2074,502,重庆-鼓浪屿3天2晚 | 入住厦门滨北颐豪酒店 + 西藏航空/厦门航空往返机票,厦门滨北颐豪酒店 高档型 4.6分/5分,行政大床房(含筼筜雅游... 大床 双早 1间2晚,西藏航空 TV9869,直飞,18:35-21:10,厦门航空 MF8403,经停,06:50-10:45,4.6,高档型,3
135,广州,武汉,1184,350,广州-武汉3天2晚 | 入住武汉嘉年华时尚酒店 + 东方航空往返机票,武汉嘉年华时尚酒店 舒适型 4.3分/5分,情侣大圆床（无窗）-今... 大床 双早 1间2晚,东方航空 MU2541,直飞,19:25-21:20,东方航空 MU2548,直飞,22:45-00:35,4.3,舒适型,3
136,哈尔滨,桂林,1992,562,哈尔滨-桂林3天2晚 | 入住桂林天豪大酒店师大育才店 + 中国国航/奥凯航空往...,桂林天豪大酒店师大育才店 舒适型 4.0分/5分,豪华双人间(双床) 双床 不含早 1间2晚,中国国航 CA1677,经停,07:50-14:00,奥凯航空 BK2918,经停,15:15-23:25,4,舒适型,3
137,青岛,厦门,2349,554,青岛-厦门3天2晚 | 入住厦门夏商怡翔酒店厦门火车站南湖店 + 山东航空往返机票,厦门夏商怡翔酒店厦门火车站南湖店 舒适型 4.6分/5分,高级房(大床)(预付)... 大床 不含早 1间2晚,山东航空 SC4968,经停,17:50-22:15,山东航空 SC4967,经停,07:05-10:45,4.6,舒适型,3
138,上海,桂林,1304,342,上海-桂林3天2晚 | 入住桂林锦绣潇湘酒店南洲店 + 扬子江航空/中国国航往返...,桂林锦绣潇湘酒店南洲店 舒适型 4.3分/5分,精致大床房 大床 双早 1间2晚,扬子江航空 Y87505,直飞,07:55-10:45,中国国航 CA1970,直飞,21:15-23:45,4.3,舒适型,3
139,北京,丽江,1920,508,北京-丽江3天2晚 | 入住Q居丽江御鉴尊享驿站 + 首都航空往返机票,Q居丽江御鉴尊享驿站 舒适型 4.9分/5分,栖月院一楼大床房-【Q... 大床 双早 1间2晚,首都航空 JD5215,直飞,21:30-01:05,首都航空 JD5182,直飞,06:05-09:25,4.9,舒适型,3
140,沈阳,重庆,1730,504,沈阳-重庆3天2晚 | 入住重庆梁平大酒店 + 四川航空/中国国航往返机票,重庆梁平大酒店 3.7分/5分,特惠房-预付 大床 不含早 1间2晚,四川航空 3U8850,经停,19:05-23:50,中国国航 CA4163,经停,07:45-12:45,3.7,无,3
141,济南,珠海,1813,436,济南-珠海3天2晚 | 入住珠海北京酒店前山明珠广场店 + 山东航空往返机票,珠海北京酒店前山明珠广场店 4.0分/5分,商务双床房 双床 不含早 1间2晚,山东航空 SC4805,经停,13:05-18:00,山东航空 SC4806,经停,18:45-23:30,4,无,3
